fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,,Counter
7.9,0.6,0.06,1.6,0.069,15,59,0.9964,3.3,0.46,9.4,5,7.90.60.061.60.06915590.99643.30.469.45,1
7.9,0.65,0.01,2.5,0.078,17,38,0.9963,3.34,0.74,11.7,7,7.90.650.012.50.07817380.99633.340.7411.77,1
7.9,0.66,0,1.4,0.096,6,13,0.99569,3.43,0.58,9.5,5,7.90.6601.40.0966130.995693.430.589.55,1
7.9,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9,5,7.90.690.212.10.08331410.99623.250.519.95,2
7.9,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9,5,7.90.690.212.10.08331410.99623.250.519.95,2
7.9,0.72,0.01,1.9,0.076,7,32,0.99668,3.39,0.54,9.6,5,7.90.720.011.90.0767320.996683.390.549.65,1
7.9,0.72,0.17,2.6,0.096,20,38,0.9978,3.4,0.53,9.5,5,7.90.720.172.60.09620380.99783.40.539.55,1
7.9,0.765,0,2,0.084,9,22,0.99619,3.33,0.68,10.9,6,7.90.765020.0849220.996193.330.6810.96,1
7.9,0.885,0.03,1.8,0.058,4,8,0.9972,3.36,0.33,9.1,4,7.90.8850.031.80.058480.99723.360.339.14,1
7.9,1.04,0.05,2.2,0.084,13,29,0.9959,3.22,0.55,9.9,6,7.91.040.052.20.08413290.99593.220.559.96,1
7,0.22,0.3,1.8,0.065,16,20,0.99672,3.61,0.82,10,6,70.220.31.80.06516200.996723.610.82106,1
7,0.23,0.4,1.6,0.063,21,67,0.9952,3.5,0.63,11.1,5,70.230.41.60.06321670.99523.50.6311.15,1
7,0.36,0.21,2.3,0.086,20,65,0.99558,3.4,0.54,10.1,6,70.360.212.30.08620650.995583.40.5410.16,1
7,0.36,0.21,2.4,0.086,24,69,0.99556,3.4,0.53,10.1,6,70.360.212.40.08624690.995563.40.5310.16,1
7,0.38,0.49,2.5,0.097,33,85,0.9962,3.39,0.77,11.4,6,70.380.492.50.09733850.99623.390.7711.46,1
7,0.4,0.32,3.6,0.061,9,29,0.99416,3.28,0.49,11.3,7,70.40.323.60.0619290.994163.280.4911.37,1
7,0.42,0.19,2.3,0.071,18,36,0.99476,3.39,0.56,10.9,5,70.420.192.30.07118360.994763.390.5610.95,1
7,0.42,0.35,1.6,0.088,16,39,0.9961,3.34,0.55,9.2,5,70.420.351.60.08816390.99613.340.559.25,1
7,0.43,0.02,1.9,0.08,15,28,0.99492,3.35,0.81,10.6,6,70.430.021.90.0815280.994923.350.8110.66,1
7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9,6,70.430.320.0856390.993463.330.4611.96,2
7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9,6,70.430.320.0856390.993463.330.4611.96,2
7,0.43,0.36,1.6,0.089,14,37,0.99615,3.34,0.56,9.2,6,70.430.361.60.08914370.996153.340.569.26,1
7,0.45,0.34,2.7,0.082,16,72,0.998,3.55,0.6,9.5,5,70.450.342.70.08216720.9983.550.69.55,1
7,0.49,0.49,5.6,0.06,26,121,0.9974,3.34,0.76,10.5,5,70.490.495.60.06261210.99743.340.7610.55,1
7,0.5,0.14,1.8,0.078,10,23,0.99636,3.53,0.61,10.4,5,70.50.141.80.07810230.996363.530.6110.45,1
7,0.5,0.25,2,0.07,3,22,0.9963,3.25,0.63,9.2,5,70.50.2520.073220.99633.250.639.25,1
7,0.51,0.09,2.1,0.062,4,9,0.99584,3.35,0.54,10.5,5,70.510.092.10.062490.995843.350.5410.55,1
7,0.54,0.09,2,0.081,10,16,0.99479,3.43,0.59,11.5,6,70.540.0920.08110160.994793.430.5911.56,1
7,0.54,0,2.1,0.079,39,55,0.9956,3.39,0.84,11.4,6,70.5402.10.07939550.99563.390.8411.46,1
7,0.55,0.13,2.2,0.075,15,35,0.9959,3.36,0.59,9.7,6,70.550.132.20.07515350.99593.360.599.76,1
7,0.56,0.13,1.6,0.077,25,42,0.99629,3.34,0.59,9.2,5,70.560.131.60.07725420.996293.340.599.25,1
7,0.56,0.17,1.7,0.065,15,24,0.99514,3.44,0.68,10.55,7,70.560.171.70.06515240.995143.440.6810.557,1
7,0.57,0.02,2,0.072,17,26,0.99575,3.36,0.61,10.2,5,70.570.0220.07217260.995753.360.6110.25,1
7,0.57,0,2,0.19,12,45,0.99676,3.31,0.6,9.4,6,70.57020.1912450.996763.310.69.46,1
7,0.58,0.12,1.9,0.091,34,124,0.9956,3.44,0.48,10.5,5,70.580.121.90.091341240.99563.440.4810.55,1
7,0.58,0.28,4.8,0.085,12,69,0.99633,3.32,0.7,11,6,70.580.284.80.08512690.996333.320.7116,1
7,0.59,0,1.7,0.052,3,8,0.996,3.41,0.47,10.3,5,70.5901.70.052380.9963.410.4710.35,1
7,0.6,0.12,2.2,0.083,13,28,0.9966,3.52,0.62,10.2,7,70.60.122.20.08313280.99663.520.6210.27,1
7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,5,70.60.34.50.068201100.999143.31.1710.25,2
7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,5,70.60.34.50.068201100.999143.31.1710.25,2
7,0.62,0.08,1.8,0.076,8,24,0.9978,3.48,0.53,9,5,70.620.081.80.0768240.99783.480.5395,1
7,0.62,0.1,1.4,0.071,27,63,0.996,3.28,0.61,9.2,5,70.620.11.40.07127630.9963.280.619.25,1
7,0.62,0.18,1.5,0.062,7,50,0.9951,3.08,0.6,9.3,5,70.620.181.50.0627500.99513.080.69.35,1
7,0.64,0.02,2.1,0.067,9,23,0.997,3.47,0.67,9.4,6,70.640.022.10.0679230.9973.470.679.46,1
7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6,70.650.022.10.0668250.99723.470.679.56,3
7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6,70.650.022.10.0668250.99723.470.679.56,3
7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6,70.650.022.10.0668250.99723.470.679.56,3
7,0.655,0.16,2.1,0.074,8,25,0.99606,3.37,0.55,9.7,5,70.6550.162.10.0748250.996063.370.559.75,1
7,0.685,0,1.9,0.067,40,63,0.9979,3.6,0.81,9.9,5,70.68501.90.06740630.99793.60.819.95,1
7,0.685,0,1.9,0.099,9,22,0.99606,3.34,0.6,9.7,5,70.68501.90.0999220.996063.340.69.75,1
7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6,70.690.072.50.09115210.995723.380.611.36,3
7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6,70.690.072.50.09115210.995723.380.611.36,3
7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6,70.690.072.50.09115210.995723.380.611.36,3
7,0.69,0.08,1.8,0.097,22,89,0.9959,3.34,0.54,9.2,6,70.690.081.80.09722890.99593.340.549.26,1
7,0.69,0,1.9,0.114,3,10,0.99636,3.35,0.6,9.7,6,70.6901.90.1143100.996363.350.69.76,1
7,0.735,0.05,2,0.081,13,54,0.9966,3.39,0.57,9.8,5,70.7350.0520.08113540.99663.390.579.85,1
7,0.745,0.12,1.8,0.114,15,64,0.99588,3.22,0.59,9.5,6,70.7450.121.80.11415640.995883.220.599.56,1
7,0.78,0.08,2,0.093,10,19,0.9956,3.4,0.47,10,5,70.780.0820.09310190.99563.40.47105,1
7,0.805,0,2.5,0.068,7,20,0.9969,3.48,0.56,9.6,5,70.80502.50.0687200.99693.480.569.65,1
7,0.975,0.04,2,0.087,12,67,0.99565,3.35,0.6,9.4,4,70.9750.0420.08712670.995653.350.69.44,1
8.1,0.29,0.36,2.2,0.048,35,53,0.995,3.27,1.01,12.4,7,8.10.290.362.20.04835530.9953.271.0112.47,1
8.1,0.33,0.44,1.5,0.042,6,12,0.99542,3.35,0.61,10.7,5,8.10.330.441.50.0426120.995423.350.6110.75,1
8.1,0.38,0.28,2.1,0.066,13,30,0.9968,3.23,0.73,9.7,7,8.10.380.282.10.06613300.99683.230.739.77,1
8.1,0.38,0.48,1.8,0.157,5,17,0.9976,3.3,1.05,9.4,5,8.10.380.481.80.1575170.99763.31.059.45,1
8.1,0.53,0.22,2.2,0.078,33,89,0.99678,3.26,0.46,9.6,6,8.10.530.222.20.07833890.996783.260.469.66,1
8.1,0.545,0.18,1.9,0.08,13,35,0.9972,3.3,0.59,9,6,8.10.5450.181.90.0813350.99723.30.5996,2
8.1,0.545,0.18,1.9,0.08,13,35,0.9972,3.3,0.59,9,6,8.10.5450.181.90.0813350.99723.30.5996,2
8.1,0.56,0.28,1.7,0.368,16,56,0.9968,3.11,1.28,9.3,5,8.10.560.281.70.36816560.99683.111.289.35,1
8.1,0.575,0.22,2.1,0.077,12,65,0.9967,3.29,0.51,9.2,5,8.10.5750.222.10.07712650.99673.290.519.25,2
8.1,0.575,0.22,2.1,0.077,12,65,0.9967,3.29,0.51,9.2,5,8.10.5750.222.10.07712650.99673.290.519.25,2
8.1,0.66,0.22,2.2,0.069,9,23,0.9968,3.3,1.2,10.3,5,8.10.660.222.20.0699230.99683.31.210.35,1
8.1,0.66,0.7,2.2,0.098,25,129,0.9972,3.08,0.53,9,5,8.10.660.72.20.098251290.99723.080.5395,1
8.1,0.67,0.55,1.8,0.117,32,141,0.9968,3.17,0.62,9.4,5,8.10.670.551.80.117321410.99683.170.629.45,1
8.1,0.72,0.09,2.8,0.084,18,49,0.9994,3.43,0.72,11.1,6,8.10.720.092.80.08418490.99943.430.7211.16,1
8.1,0.725,0.22,2.2,0.072,11,41,0.9967,3.36,0.55,9.1,5,8.10.7250.222.20.07211410.99673.360.559.15,1
8.1,0.73,0,2.5,0.081,12,24,0.99798,3.38,0.46,9.6,4,8.10.7302.50.08112240.997983.380.469.64,1
8.1,0.78,0.1,3.3,0.09,4,13,0.99855,3.36,0.49,9.5,5,8.10.780.13.30.094130.998553.360.499.55,1
8.1,0.78,0.23,2.6,0.059,5,15,0.997,3.37,0.56,11.3,5,8.10.780.232.60.0595150.9973.370.5611.35,2
8.1,0.78,0.23,2.6,0.059,5,15,0.997,3.37,0.56,11.3,5,8.10.780.232.60.0595150.9973.370.5611.35,2
8.1,0.785,0.52,2,0.122,37,153,0.9969,3.21,0.69,9.3,5,8.10.7850.5220.122371530.99693.210.699.35,1
8.1,0.82,0,4.1,0.095,5,14,0.99854,3.36,0.53,9.6,5,8.10.8204.10.0955140.998543.360.539.65,1
8.1,0.825,0.24,2.1,0.084,5,13,0.9972,3.37,0.77,10.7,6,8.10.8250.242.10.0845130.99723.370.7710.76,1
8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,5,8.10.8702.20.08410310.996563.250.59.85,2
8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,5,8.10.8702.20.08410310.996563.250.59.85,2
8.1,0.87,0,3.3,0.096,26,61,1.00025,3.6,0.72,9.8,4,8.10.8703.30.09626611.000253.60.729.84,1
8.1,1.33,0,1.8,0.082,3,12,0.9964,3.54,0.48,10.9,5,8.11.3301.80.0823120.99643.540.4810.95,1
8.2,0.2,0.43,2.5,0.076,31,51,0.99672,3.53,0.81,10.4,6,8.20.20.432.50.07631510.996723.530.8110.46,1
8.2,0.23,0.42,1.9,0.069,9,17,0.99376,3.21,0.54,12.3,6,8.20.230.421.90.0699170.993763.210.5412.36,1
8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,6,8.20.240.345.10.0628220.99743.220.9410.96,2
8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,6,8.20.240.345.10.0628220.99743.220.9410.96,2
8.2,0.26,0.34,2.5,0.073,16,47,0.99594,3.4,0.78,11.3,7,8.20.260.342.50.07316470.995943.40.7811.37,1
8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,7,8.20.280.42.40.0524100.993563.330.712.87,2
8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,7,8.20.280.42.40.0524100.993563.330.712.87,2
8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,5,8.20.280.630.10410220.998283.390.6810.65,2
8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,5,8.20.280.630.10410220.998283.390.6810.65,2
8.2,0.31,0.4,2.2,0.058,6,10,0.99536,3.31,0.68,11.2,7,8.20.310.42.20.0586100.995363.310.6811.27,1
8.2,0.32,0.42,2.3,0.098,3,9,0.99506,3.27,0.55,12.3,6,8.20.320.422.30.098390.995063.270.5512.36,1
8.2,0.33,0.32,2.8,0.067,4,12,0.99473,3.3,0.76,12.8,7,8.20.330.322.80.0674120.994733.30.7612.87,1
8.2,0.33,0.39,2.5,0.074,29,48,0.99528,3.32,0.88,12.4,7,8.20.330.392.50.07429480.995283.320.8812.47,1
8.2,0.34,0.37,1.9,0.057,43,74,0.99408,3.23,0.81,12,6,8.20.340.371.90.05743740.994083.230.81126,1
8.2,0.34,0.38,2.5,0.08,12,57,0.9978,3.3,0.47,9,6,8.20.340.382.50.0812570.99783.30.4796,1
8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,6,8.20.350.332.40.07611470.995993.270.81116,2
8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,6,8.20.350.332.40.07611470.995993.270.81116,2
8.2,0.38,0.32,2.5,0.08,24,71,0.99624,3.27,0.85,11,6,8.20.380.322.50.0824710.996243.270.85116,1
8.2,0.39,0.38,1.5,0.058,10,29,0.9962,3.26,0.74,9.8,5,8.20.390.381.50.05810290.99623.260.749.85,1
8.2,0.39,0.49,2.3,0.099,47,133,0.9979,3.38,0.99,9.8,5,8.20.390.492.30.099471330.99793.380.999.85,1
8.2,0.4,0.31,1.9,0.082,8,24,0.996,3.24,0.69,10.6,6,8.20.40.311.90.0828240.9963.240.6910.66,1
8.2,0.4,0.44,2.8,0.089,11,43,0.9975,3.53,0.61,10.5,6,8.20.40.442.80.08911430.99753.530.6110.56,1
8.2,0.42,0.49,2.6,0.084,32,55,0.9988,3.34,0.75,8.7,6,8.20.420.492.60.08432550.99883.340.758.76,1
8.2,0.43,0.29,1.6,0.081,27,45,0.99603,3.25,0.54,10.3,5,8.20.430.291.60.08127450.996033.250.5410.35,1
8.2,0.44,0.24,2.3,0.063,10,28,0.99613,3.25,0.53,10.2,6,8.20.440.242.30.06310280.996133.250.5310.26,1
8.2,0.5,0.35,2.9,0.077,21,127,0.9976,3.23,0.62,9.4,5,8.20.50.352.90.077211270.99763.230.629.45,1
8.2,0.51,0.24,2,0.079,16,86,0.99764,3.34,0.64,9.5,6,8.20.510.2420.07916860.997643.340.649.56,1
8.2,0.56,0.23,3.4,0.078,14,104,0.9976,3.28,0.62,9.4,5,8.20.560.233.40.078141040.99763.280.629.45,1
8.2,0.57,0.26,2.2,0.06,28,65,0.9959,3.3,0.43,10.1,5,8.20.570.262.20.0628650.99593.30.4310.15,1
8.2,0.59,0,2.5,0.093,19,58,1.0002,3.5,0.65,9.3,6,8.20.5902.50.09319581.00023.50.659.36,1
8.2,0.6,0.17,2.3,0.072,11,73,0.9963,3.2,0.45,9.3,5,8.20.60.172.30.07211730.99633.20.459.35,1
8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,6,8.20.6350.12.10.07325600.996383.290.7510.96,2
8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,6,8.20.6350.12.10.07325600.996383.290.7510.96,2
8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,6,8.20.640.2720.0955770.997473.130.629.16,2
8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,6,8.20.640.2720.0955770.997473.130.629.16,2
8.2,0.7,0.23,2,0.099,14,81,0.9973,3.19,0.7,9.4,5,8.20.70.2320.09914810.99733.190.79.45,1
8.2,0.73,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5,5,8.20.730.211.70.0745130.99683.20.529.55,2
8.2,0.73,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5,5,8.20.730.211.70.0745130.99683.20.529.55,2
8.2,0.74,0.09,2,0.067,5,10,0.99418,3.28,0.57,11.8,6,8.20.740.0920.0675100.994183.280.5711.86,1
8.2,0.78,0,2.2,0.089,13,26,0.9978,3.37,0.46,9.6,4,8.20.7802.20.08913260.99783.370.469.64,1
8.2,0.885,0.2,1.4,0.086,7,31,0.9946,3.11,0.46,10,5,8.20.8850.21.40.0867310.99463.110.46105,1
8.2,0.915,0.27,2.1,0.088,7,23,0.9962,3.26,0.47,10,4,8.20.9150.272.10.0887230.99623.260.47104,1
8.2,1.33,0,1.7,0.081,3,12,0.9964,3.53,0.49,10.9,5,8.21.3301.70.0813120.99643.530.4910.95,1
8.2,1,0.09,2.3,0.065,7,37,0.99685,3.32,0.55,9,6,8.210.092.30.0657370.996853.320.5596,2
8.2,1,0.09,2.3,0.065,7,37,0.99685,3.32,0.55,9,6,8.210.092.30.0657370.996853.320.5596,2
8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,6,8.30.260.371.40.0768230.99743.260.79.66,2
8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,6,8.30.260.371.40.0768230.99743.260.79.66,2
8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6,8.30.260.4220.0811270.99743.210.89.46,3
8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6,8.30.260.4220.0811270.99743.210.89.46,3
8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6,8.30.260.4220.0811270.99743.210.89.46,3
8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,7,8.30.280.482.10.0936120.994083.260.6212.47,2
8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,7,8.30.280.482.10.0936120.994083.260.6212.47,2
8.3,0.3,0.49,3.8,0.09,11,24,0.99498,3.27,0.64,12.1,7,8.30.30.493.80.0911240.994983.270.6412.17,1
8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,7,8.30.310.392.40.07817430.994443.310.7712.57,2
8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,7,8.30.310.392.40.07817430.994443.310.7712.57,2
8.3,0.33,0.42,2.3,0.07,9,20,0.99426,3.38,0.77,12.7,7,8.30.330.422.30.079200.994263.380.7712.77,1
8.3,0.34,0.4,2.4,0.065,24,48,0.99554,3.34,0.86,11,6,8.30.340.42.40.06524480.995543.340.86116,1
8.3,0.42,0.38,2.5,0.094,24,60,0.9979,3.31,0.7,10.8,6,8.30.420.382.50.09424600.99793.310.710.86,1
8.3,0.43,0.3,3.4,0.079,7,34,0.99788,3.36,0.61,10.5,5,8.30.430.33.40.0797340.997883.360.6110.55,1
8.3,0.49,0.36,1.8,0.222,6,16,0.998,3.18,0.6,9.5,6,8.30.490.361.80.2226160.9983.180.69.56,1
8.3,0.53,0,1.4,0.07,6,14,0.99593,3.25,0.64,10,6,8.30.5301.40.076140.995933.250.64106,1
8.3,0.54,0.24,3.4,0.076,16,112,0.9976,3.27,0.61,9.4,5,8.30.540.243.40.076161120.99763.270.619.45,1
8.3,0.54,0.28,1.9,0.077,11,40,0.9978,3.39,0.61,10,6,8.30.540.281.90.07711400.99783.390.61106,1
8.3,0.56,0.22,2.4,0.082,10,86,0.9983,3.37,0.62,9.5,5,8.30.560.222.40.08210860.99833.370.629.55,1
8.3,0.58,0.13,2.9,0.096,14,63,0.9984,3.17,0.62,9.1,6,8.30.580.132.90.09614630.99843.170.629.16,1
8.3,0.6,0.13,2.6,0.085,6,24,0.9984,3.31,0.59,9.2,6,8.30.60.132.60.0856240.99843.310.599.26,1
8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,5,8.30.60.252.20.1189380.996163.150.539.85,2
8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,5,8.30.60.252.20.1189380.996163.150.539.85,2
8.3,0.61,0.3,2.1,0.084,11,50,0.9972,3.4,0.61,10.2,6,8.30.610.32.10.08411500.99723.40.6110.26,1
8.3,0.615,0.22,2.6,0.087,6,19,0.9982,3.26,0.61,9.3,5,8.30.6150.222.60.0876190.99823.260.619.35,1
8.3,0.625,0.2,1.5,0.08,27,119,0.9972,3.16,1.12,9.1,4,8.30.6250.21.50.08271190.99723.161.129.14,1
8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5,8.30.650.12.90.08917400.998033.290.559.55,3
8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5,8.30.650.12.90.08917400.998033.290.559.55,3
8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5,8.30.650.12.90.08917400.998033.290.559.55,3
8.3,0.655,0.12,2.3,0.083,15,113,0.9966,3.17,0.66,9.8,5,8.30.6550.122.30.083151130.99663.170.669.85,1
8.3,0.66,0.15,1.9,0.079,17,42,0.9972,3.31,0.54,9.6,6,8.30.660.151.90.07917420.99723.310.549.66,1
8.3,0.675,0.26,2.1,0.084,11,43,0.9976,3.31,0.53,9.2,4,8.30.6750.262.10.08411430.99763.310.539.24,1
8.3,0.705,0.12,2.6,0.092,12,28,0.9994,3.51,0.72,10,5,8.30.7050.122.60.09212280.99943.510.72105,1
8.3,0.715,0.15,1.8,0.089,10,52,0.9968,3.23,0.77,9.5,5,8.30.7150.151.80.08910520.99683.230.779.55,2
8.3,0.715,0.15,1.8,0.089,10,52,0.9968,3.23,0.77,9.5,5,8.30.7150.151.80.08910520.99683.230.779.55,2
8.3,0.76,0.29,4.2,0.075,12,16,0.9965,3.45,0.68,11.5,6,8.30.760.294.20.07512160.99653.450.6811.56,1
8.3,0.78,0.1,2.6,0.081,45,87,0.9983,3.48,0.53,10,5,8.30.780.12.60.08145870.99833.480.53105,1
8.3,0.845,0.01,2.2,0.07,5,14,0.9967,3.32,0.58,11,4,8.30.8450.012.20.075140.99673.320.58114,1
8.3,0.85,0.14,2.5,0.093,13,54,0.99724,3.36,0.54,10.1,5,8.30.850.142.50.09313540.997243.360.5410.15,1
8.3,1.02,0.02,3.4,0.084,6,11,0.99892,3.48,0.49,11,3,8.31.020.023.40.0846110.998923.480.49113,1
8.4,0.25,0.39,2,0.041,4,10,0.99386,3.27,0.71,12.5,7,8.40.250.3920.0414100.993863.270.7112.57,1
8.4,0.29,0.4,1.7,0.067,8,20,0.99603,3.39,0.6,10.5,5,8.40.290.41.70.0678200.996033.390.610.55,1
8.4,0.31,0.29,3.1,0.194,14,26,0.99536,3.22,0.78,12,6,8.40.310.293.10.19414260.995363.220.78126,1
8.4,0.34,0.42,2.1,0.072,23,36,0.99392,3.11,0.78,12.4,6,8.40.340.422.10.07223360.993923.110.7812.46,1
8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,6,8.40.360.322.20.08132790.99643.30.72116,2
8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,6,8.40.360.322.20.08132790.99643.30.72116,2
8.4,0.37,0.43,2.3,0.063,12,19,0.9955,3.17,0.81,11.2,7,8.40.370.432.30.06312190.99553.170.8111.27,1
8.4,0.37,0.53,1.8,0.413,9,26,0.9979,3.06,1.06,9.1,6,8.40.370.531.80.4139260.99793.061.069.16,1
8.4,0.39,0.1,1.7,0.075,6,25,0.99581,3.09,0.43,9.7,6,8.40.390.11.70.0756250.995813.090.439.76,1
8.4,0.52,0.22,2.7,0.084,4,18,0.99682,3.26,0.57,9.9,6,8.40.520.222.70.0844180.996823.260.579.96,1
8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,5,8.40.560.0420.08210220.99763.220.449.65,2
8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,5,8.40.560.0420.08210220.99763.220.449.65,2
8.4,0.56,0.08,2.1,0.105,16,44,0.9958,3.13,0.52,11,5,8.40.560.082.10.10516440.99583.130.52115,1
8.4,0.59,0.29,2.6,0.109,31,119,0.99801,3.15,0.5,9.1,5,8.40.590.292.60.109311190.998013.150.59.15,1
8.4,0.6,0.1,2.2,0.085,14,111,0.9964,3.15,0.66,9.8,5,8.40.60.12.20.085141110.99643.150.669.85,1
8.4,0.62,0.09,2.2,0.084,11,108,0.9964,3.15,0.66,9.8,5,8.40.620.092.20.084111080.99643.150.669.85,1
8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,6,8.40.620.121.80.07238460.995043.380.8911.86,2
8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,6,8.40.620.121.80.07238460.995043.380.8911.86,2
8.4,0.635,0.36,2,0.089,15,55,0.99745,3.31,0.57,10.4,4,8.40.6350.3620.08915550.997453.310.5710.44,1
8.4,0.65,0.6,2.1,0.112,12,90,0.9973,3.2,0.52,9.2,5,8.40.650.62.10.11212900.99733.20.529.25,1
8.4,0.665,0.61,2,0.112,13,95,0.997,3.16,0.54,9.1,5,8.40.6650.6120.11213950.9973.160.549.15,1
8.4,0.67,0.19,2.2,0.093,11,75,0.99736,3.2,0.59,9.2,4,8.40.670.192.20.09311750.997363.20.599.24,1
8.4,0.715,0.2,2.4,0.076,10,38,0.99735,3.31,0.64,9.4,5,8.40.7150.22.40.07610380.997353.310.649.45,1
8.4,0.745,0.11,1.9,0.09,16,63,0.9965,3.19,0.82,9.6,5,8.40.7450.111.90.0916630.99653.190.829.65,2
8.4,0.745,0.11,1.9,0.09,16,63,0.9965,3.19,0.82,9.6,5,8.40.7450.111.90.0916630.99653.190.829.65,2
8.4,1.035,0.15,6,0.073,11,54,0.999,3.37,0.49,9.9,5,8.41.0350.1560.07311540.9993.370.499.95,1
8.5,0.18,0.51,1.75,0.071,45,88,0.99524,3.33,0.76,11.8,7,8.50.180.511.750.07145880.995243.330.7611.87,1
8.5,0.21,0.52,1.9,0.09,9,23,0.99648,3.36,0.67,10.4,5,8.50.210.521.90.099230.996483.360.6710.45,1
8.5,0.28,0.35,1.7,0.061,6,15,0.99524,3.3,0.74,11.8,7,8.50.280.351.70.0616150.995243.30.7411.87,1
8.5,0.28,0.56,1.8,0.092,35,103,0.9969,3.3,0.75,10.5,7,8.50.280.561.80.092351030.99693.30.7510.57,1
8.5,0.32,0.42,2.3,0.075,12,19,0.99434,3.14,0.71,11.8,7,8.50.320.422.30.07512190.994343.140.7111.87,1
8.5,0.34,0.4,4.7,0.055,3,9,0.99738,3.38,0.66,11.6,7,8.50.340.44.70.055390.997383.380.6611.67,1
8.5,0.34,0.44,1.7,0.079,6,12,0.99605,3.52,0.63,10.7,5,8.50.340.441.70.0796120.996053.520.6310.75,1
8.5,0.37,0.2,2.8,0.09,18,58,0.998,3.34,0.7,9.6,6,8.50.370.22.80.0918580.9983.340.79.66,1
8.5,0.37,0.32,1.8,0.066,26,51,0.99456,3.38,0.72,11.8,6,8.50.370.321.80.06626510.994563.380.7211.86,1
8.5,0.4,0.4,6.3,0.05,3,10,0.99566,3.28,0.56,12,4,8.50.40.46.30.053100.995663.280.56124,1
8.5,0.44,0.5,1.9,0.369,15,38,0.99634,3.01,1.1,9.4,5,8.50.440.51.90.36915380.996343.011.19.45,1
8.5,0.46,0.31,2.25,0.078,32,58,0.998,3.33,0.54,9.8,5,8.50.460.312.250.07832580.9983.330.549.85,1
8.5,0.46,0.59,1.4,0.414,16,45,0.99702,3.03,1.34,9.2,5,8.50.460.591.40.41416450.997023.031.349.25,1
